CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT
GELI01,49,10a,02,0.0,120,0,2000
GENC01,39,6a,02,0.0,120,0,999999
GENE01,21,25b,ZZZ5,0.0,120,0,2000
GENE02,37,11a,03,0.0,120,0,4000
GGIA01,41,10a,02,0.0,120,0,5000
GGOA01,41,10a,02,0.0,120,0,1000
GHIH01,31,8a,06,0.0,120,0,1000
GHIH02,21,25b,ZZZ5,0.0,30,0,10000
GLEO01,41,10a,02,0.0,120,0,999999
GLIH01,34,1e,03,0.0,120,0,4000
GMAA01,21,25b,ZZZ5,0.0,120,0,0
GMAA02,25,11b,02,0.0,120,0,999999
GMCA01,21,25b,ZZZ1,0.0,120,0,3000
GMEA01,21,25b,ZZZ5,0.0,120,0,3000
GMEA02,32,7b,05C,0.0,120,0,5000
GMOA01,4,1b,03,0.0,120,0,4000
GNUE01,37,11a,03,0.0,120,0,2000
GSAA01,31,8a,06,0.0,120,0,100000
GSEA01,36,7c,05,0.0,120,0,30000
GSEA02,20,25a,ZZZ2,0.0,120,0,3000
GSEW01,18,4a,07,0.0,120,0,1500
GSIH01,21,25b,ZZZ5,0.0,120,0,2000
GSIH02,29,5a,06,0.0,120,0,999999
GSIN01,41,10a,02,0.0,120,0,3000
GWAN01,40,6b,04,0.0,120,0,5000
HACA01,49,10a,02,0.0,120,0,500
HASL01,29,5a,01EXP,7.0,120,0,100000
HATL01,40,6b,04,0.0,120,0,3000
HATL02,41,10a,02,0.0,120,0,2000
HCOE01,21,25b,ZZZ,0.0,120,0,2000
HISO01,41,10a,02,0.0,120,0,15000
HKAM01,21,25b,ZZZ5,0.0,120,0,5000
HKAM02,40,6b,04,0.0,120,0,7500
HKUN01,21,25b,ZZZ5,0.0,120,0,3000
HLYN01,40,6b,04,0.0,120,0,3000
HLYN02,40,6b,04,0.0,120,0,3000
HMAA01,41,10a,02,0.0,120,0,1000
HMAA02,20,25a,ZZZ2,0.0,120,0,0
HMAA03,41,10a,02,0.0,120,0,999999
HMAA04,21,25b,ZZZ5,0.0,120,0,6000
HMAL01,21,25b,ZZZ5,0.0,120,0,0
HMAL02,18,4a,06,0.0,120,0,2000
HMAO01,41,10a,02,0.0,120,0,10000
HMAO02,49,10a,02,0.0,120,0,3000
HMAO03,21,25b,ZZZ5,0.0,120,0,1000
HMAO04,41,10a,02,0.0,120,0,5000
HMAO05,46,2b,05,0.0,120,0,2000
HMEA01,21,25b,ZZZ5,0.0,120,0,3000
HMOA01,21,25b,ZZZ5,0.0,120,0,2500
HMOA02,49,10a,02,0.0,120,0,3000
HMOA03,42,10b,02,0.0,120,0,4000
HMOA04,42,10b,02,0.0,120,0,6000
HMOL01,25,11b,06,0.0,120,0,3000
HMOL02,45,2a,06,0.0,120,0,5000
HMOL03,25,11b,06,0.0,120,0,1500
HMOL04,4,1b,03,0.0,120,0,15500
HMOL05,18,4a,06,0.0,120,0,1500
HMOL06,21,25b,ZZZ5,0.0,120,0,5000
HMOL07,34,1e,03,0.0,60,0,999999
HMPA01,18,4a,06,0.0,120,0,1500
HMPU01,43,3a,06,0.0,120,0,2000
HOCT01,21,25b,ZZZ5,0.0,120,0,2000
HRAM01,41,10a,02,0.0,120,0,7500
HROL01,29,5a,01EXP,0.0,120,0,1000
HSCA01,40,6b,04,0.0,120,0,3000
HSCI01,21,25b,ZZZ5,0.0,120,0,1500
HSCI02,14,3b,06,0.0,120,0,7500
HSCL01,30,7a,05,0.0,120,0,5000
HSCM01,40,6b,04,0.0,120,0,500
HSCN01,30,7a,05,0.0,120,0,20000
HSCN02,40,6b,04C,0.0,120,0,10000
HSCO01,45,2a,06,0.0,120,0,5000
HSCO02,45,2a,06C,0.0,120,0,5000
HSCO05,46,2b,07,0.0,120,0,5000
HSCO06,25,11b,06,0.0,120,0,2500
HTSA01,20,25a,CITC,0.0,120,0,20000
HTSE01,33,1d,03C,0.0,120,0,3000
HTSI01,34,1e,03,0.0,120,0,3500
HUML01,41,10a,02C,0.0,120,0,7500
HVAE01,41,10a,02,0.0,120,0,2000
HWAL01,33,1d,03C,0.0,120,0,7500
HWAL02,37,11a,03,0.0,120,0,30000
HWAL03,21,25b,ZZZ5,0.0,120,0,1500
HZAE01,31,8a,06,0.0,120,0,1000
IALW01,39,6a,02,0.0,120,0,2000
IBEN01,21,25b,ZZZ5,0.0,120,0,3000
IBHK01,25,11b,02,0.0,120,0,5000
IBRD01,21,25b,ZZZ5,0.0,120,0,3000
IBRN01,21,25b,ZZZ5,0.0,120,0,2000
IBRN02,34,1e,03,0.0,120,0,2000
IDEG01,21,25b,ZZZ5,0.0,120,0,3000
IDZN01,41,10a,02,0.0,30,0,5000
IDZV01,20,25a,ZZZ4,0.0,120,0,2500
IELM01,21,25b,ZZZ5,0.0,120,0,500
IERN01,21,25b,ZZZ5,0.0,120,0,5000
IERN02,21,25b,ZZZ5,0.0,120,0,3000
IERN03,30,7a,05C,0.0,120,0,15000
IFAR01,40,6b,04,0.0,120,0,1000
IFLG01,31,8a,06,0.0,120,0,3500
IFRE01,21,25b,ZZZ5,0.0,120,0,1500
IFRE02,40,6b,04,0.0,120,0,5000
IGAL01,19,4b,06,0.0,120,0,2000
IGRM01,40,6b,04,0.0,120,0,1000
IHAN01,40,6b,04,0.0,120,0,2500
IHAN02,21,25b,ZZZ5,0.0,120,0,2500
IHEN01,33,1d,03C,0.0,120,0,6000
IHEN02,33,1d,03,0.0,120,0,1500
IHEN03,4,1b,03,0.0,120,0,1500
IHEN04,33,1d,03,0.0,120,0,1500
IHEN05,2,1a,03,0.0,120,0,999999
IIFL01,2,1a,03,0.0,120,0,999999
IIJE01,40,6b,04,0.0,120,0,4000
IISP01,21,25b,ZZZ1,0.0,120,0,5000
IISS01,30,7a,05,0.0,120,0,10000
IJON01,21,25b,ZZZ5,0.0,120,0,1000
IJON02,40,6b,04,0.0,120,0,5000
IJON04,46,2b,05,0.0,120,0,2000
IKNG01,36,7c,05,0.0,120,0,15000
IKRE01,21,25b,ZZZ5,0.0,120,0,1000
IKRE02,21,25b,ZZZ5,0.0,120,0,1000
IKRE03,39,6a,02,0.0,120,5,7500
IKRE04,21,25b,ZZZ5,0.0,120,0,1500
IKRE05,18,4a,06,0.0,120,0,5000
IKRE06,39,6a,02,0.0,120,5,2000
IKRT01,21,25b,ZZZ5,0.0,120,0,2000
IKRZ01,33,1d,03,0.0,120,0,10000
IMAT01,21,25b,ZZZ5,0.0,120,0,1000
IMEE01,46,2b,03,0.0,120,0,1500
IMEE02,21,25b,ZZZ5,0.0,120,0,4000
IMER03,2,1a,03C,0.0,120,0,2000
IMGL01,39,6a,02,0.0,60,0,999999
IMUR01,39,6a,04,0.0,120,0,3000
INAD01,40,6b,04,0.0,120,0,100000
INAD02,40,6b,04C,0.0,120,0,2000
INAD03,21,25b,ZZZ1,0.0,120,0,1500
INAD04,39,6a,04C,0.0,120,0,5000
INAD05,21,25b,ZZZ5,0.0,120,0,500
INAD06,49,10a,02,0.0,120,0,1000
INAD07,49,10a,02,0.0,120,0,1500
INAD08,21,25b,ZZZ5,0.0,120,0,500
INAD09,21,25b,ZZZ5,0.0,120,0,500
INAD10,41,10a,02,0.0,120,0,500
INAD11,21,25b,ZZZ5,0.0,120,0,0
INAD12,21,25b,ZZZ5,0.0,120,0,3000
INAD13,21,25b,ZZZ5,0.0,120,0,1000
INAD14,21,25b,ZZZ5,0.0,120,0,1000
INAD15,21,25b,ZZZ5,0.0,120,0,1000
INAD16,21,25b,ZZZ5,0.0,120,0,500
INAD17,31,8a,05,0.0,120,0,999999
INJK01,39,6a,02,0.0,120,0,999999
IOLV01,34,1e,03,0.0,120,0,2000
IOLV02,21,25b,ZZZ5,0.0,120,0,999999
IONO01,16,1c,03,0.0,120,0,2500
IPAG01,21,25b,ZZZ5,0.0,120,0,10000
IPHL02,40,6b,04,0.0,120,0,2000
IPHL03,40,6b,04,0.0,120,0,3000
IREC01,49,10a,02,0.0,120,0,3000
IRED01,40,6b,04,0.0,120,0,1500
ISAL01,39,6a,03,0.0,30,0,999999
ISAN01,39,6a,04,0.0,120,0,3000
ISAV01,31,8a,06,0.0,120,0,999999
ISHN01,19,4b,03,0.0,120,0,3000
ISMT01,25,11b,05,0.0,120,0,3000
ISMT02,21,25b,ZZZ5,0.0,120,0,3000
ISMT04,40,6b,04,0.0,120,0,2000
ISMT05,49,10a,02,0.0,120,0,1500
ISMT06,40,6b,04,0.0,120,0,3000
ISMT07,40,6b,04,0.0,120,0,2000
ISMT08,37,11a,03,0.0,120,0,7500
ISMT09,21,25b,ZZZ5,0.0,120,0,5000
ISMT10,20,25a,CITC,0.0,120,0,5000
ISPL01,21,25b,ZZZ5,0.0,120,0,8000
ISPL02,4,1b,03C,0.0,120,0,7500
ISTM01,29,5a,01EXP,0.0,120,0,2500
ISWN01,21,25b,03,0.0,120,0,0
ITHV01,21,25b,ZZZ5,0.0,120,0,3000
ITHV02,18,4a,06,0.0,30,0,3000
ITJB01,18,4a,06,0.0,120,0,1500
ITRC01,37,11a,03,0.0,120,0,10000
ITRM01,40,6b,04,0.0,120,0,3000
IUNT01,32,7b,05,0.0,120,0,999999
IWAN01,21,25b,ZZZ5,0.0,120,0,5000
IWEN01,21,25b,ZZZ1,0.0,120,0,0
IWET01,40,6b,04,0.0,120,58,0
IWET02,41,10a,02,0.0,30,58,999999
IZES01,32,7b,05,0.0,120,0,5000
IZHV01,37,11a,03,0.0,120,0,3000
JARU01,41,10a,02,0.0,120,0,2000
JDEA02,4,1b,03,0.0,120,0,2000
JDEA03,21,25b,ZZZ2,0.0,120,0,500
JDEO01,16,1c,03,0.0,120,0,3500
JKAE01,41,10a,02,0.0,120,0,15000
JRAE01,21,25b,ZZZ5,0.0,120,0,1000
JRAK01,21,25b,ZZZ5,0.0,120,0,3000
JRAU01,49,10a,02,0.0,120,0,1000
JSEA01,39,6a,02,0.0,120,0,10000
JSUE01,45,2a,06,0.0,120,0,1500
JSUE02,45,2a,06,0.0,30,0,2000
JSUE03,4,1b,03,0.0,120,0,999999
JWIN01,18,4a,06,0.0,120,0,15000
KACE01,21,25b,ZZZ5,0.0,120,0,2000
KACE02,32,7b,07,0.0,120,0,3000
KATI01,21,25b,ZZZ5,0.0,120,0,10000
KATI02,32,7b,06,0.0,120,0,5000
KBAE01,18,4a,06,0.0,120,0,999999
KBEK01,4,1b,03,0.0,120,0,5000
KDEL01,42,10b,02,0.0,120,0,7500
KDEO01,21,25b,ZZZ5,0.0,120,0,10000
KDEO03,31,8a,06,0.0,120,0,5000
KDEO04,31,8a,02,0.0,120,5,10000
KDEO05,31,8a,06,0.0,120,0,5000
KDIG01,19,4b,03,0.0,120,0,10000
KDIG02,19,4b,03,0.0,120,0,15000
KFAT01,31,8a,06,0.0,120,0,15000
KFAT02,16,1c,03,0.0,120,0,10000
KJAE01,39,6a,02,0.0,120,0,999999
KKEA01,34,1e,03,0.0,120,0,2000
KKEA02,37,11a,03,0.0,30,0,2500
KKOS01,39,6a,02,0.0,120,0,5000
KLAH01,21,25b,ZZZ5,0.0,120,0,2000
KLEH01,45,2a,06,0.0,120,0,2000
KLUE01,21,25b,ZZZ5,0.0,120,0,7500
KMAA01,21,25b,ZZZ5,0.0,120,0,5000
KMAA02,41,10a,02C,0.0,120,0,30000
KMAA03,21,25b,ZZZ5,0.0,120,0,5000
KMAA04,39,6a,04,0.0,120,0,5000
KMAG01,30,7a,05,0.0,120,0,500
KMAH01,20,25a,CITC,0.0,120,0,6000
KMOH01,21,25b,ZZZ5,0.0,120,0,1000
KMOO01,4,1b,03,0.0,120,0,4000
KMOO02,37,11a,03,0.0,120,0,26000
KMOO03,25,11b,06,0.0,120,0,3000
KMOO04,46,2b,03,0.0,120,0,2000
KMOO05,2,1a,03,0.0,60,0,999999
KMOW01,34,1e,03,0.0,60,0,999999
KOAD01,21,25b,ZZZ5,0.0,120,0,5000
KOAS01,21,25b,ZZZ5,0.0,120,0,3000
KOSO01,14,3b,06,4.0,30,0,30000
KPAA01,21,25b,ZZZ5,0.0,120,0,2000
KPAI01,21,25b,ZZZ5,0.0,120,0,5000
KSAS01,16,1c,03,0.0,120,0,10000
KSAS02,16,1c,03,0.0,120,0,5000
KSEG01,20,25a,CITC,0.0,120,0,2500
KSUH01,43,3a,06,0.0,120,0,100
KTIL01,25,11b,06,0.0,120,0,999999
LALE01,39,6a,02,0.0,120,0,4000
LALI01,40,6b,04,0.0,120,0,3000
LALI02,21,25b,ZZZ5,0.0,120,0,3000
LALY01,41,10a,02,0.0,120,0,2000
LBAF01,36,7c,05,0.0,120,0,12000
LBAL01,21,25b,ZZZ5,0.0,120,0,1500
LBAT01,21,25b,ZZZ5,0.0,120,0,4000
LBOL01,21,25b,ZZZ5,0.0,120,0,2000
LBUB02,14,3b,06,0.0,120,0,15000
LBUL01,49,10a,02,0.0,120,0,1000
LCEL01,39,6a,04,0.0,60,0,999999
LCEL02,39,6a,04,0.0,60,0,999999
LDAG01,21,25b,ZZZ5,0.0,120,0,4000
LDOS01,21,25b,ZZZ5,0.0,120,0,500
LEDE01,49,10a,02,0.0,120,0,0
LEGI01,31,8a,06,0.0,120,0,1000
LFIA01,21,25b,ZZZ5,0.0,120,0,3000
LFOL01,21,25b,ZZZ5,0.0,120,0,4000
LGED01,21,25b,ZZZ5,0.0,120,0,4000
LGIE01,21,25b,ZZZ5,0.0,120,0,1000
LGIL01,30,7a,05,0.0,120,0,999999
LGOD01,21,25b,ZZZ5,0.0,120,0,0
LGOD02,40,6b,04,0.0,120,0,3000
LGOD03,36,7c,05,0.0,120,0,7500
LGOD04,21,25b,ZZZ5,0.0,120,0,3000
LGOD05,43,3a,06,0.0,60,0,999999
LGOD06,43,3a,06,0.0,60,0,999999
LGOD07,47,2c,06,0.0,60,0,999999
LGOD08,47,2c,06,0.0,60,0,999999
LGOD09,34,1e,03,0.0,60,0,999999
LGOD10,37,11a,06,0.0,60,0,999999
LGOD11,37,11a,03,0.0,60,0,999999
LGOD12,47,2c,06,0.0,60,0,999999
LGOD13,37,11a,03,0.0,60,0,999999
LGOD14,46,2b,06,0.0,60,0,999999
LHAL01,49,10a,06,0.0,120,0,500
LHEL01,21,25b,ZZZ5,0.0,120,0,2000
LHII01,36,7c,05,0.0,120,0,5000
LHIL01,41,10a,02,0.0,120,0,500
LHIL02,41,10a,02,0.0,120,0,2500
LHIL03,21,25b,ZZZ5,0.0,120,0,500
LHIL05,14,3b,05,0.0,120,0,5000
LHIL06,40,6b,04,0.0,120,0,0
LHIL07,21,25b,ZZZ5,0.0,120,0,5000
LHIT01,21,25b,ZZZ5,0.0,120,0,5000
LHOL01,40,6b,04C,0.0,120,0,1000
LHOM01,41,10a,02C,0.0,60,0,999999
LHUB01,39,6a,04,0.0,120,0,2000
LKAI01,46,2b,05,0.0,120,0,5000
LKEM01,49,10a,02,0.0,120,0,3000
LKIL01,30,7a,05,0.0,120,0,15000
LLAL01,21,25b,ZZZ2,0.0,120,0,0
LLAO01,41,10a,02,0.0,120,0,2000
LLAU01,21,25b,ZZZ5,0.0,120,0,0
LMAA01,20,25a,ZZZ1,0.0,120,0,1500
LMAA02,18,4a,06,0.0,120,0,1000
LMAA03,2,1a,03,0.0,120,0,6000
LMAE01,39,6a,04,0.0,120,0,5000
LMEL01,21,25b,ZZZ5,0.0,120,5,10000
LMEL02,45,2a,06,0.0,120,0,30000
LMEL03,37,11a,03,0.0,120,0,15000
LMEL04,45,2a,06,0.0,120,0,15000
LMEL05,39,6a,03,0.0,120,0,15000
LMEL06,25,11b,02,0.0,120,0,15000
LMEL09,37,11a,03,0.0,120,0,15000
LMEL10,25,11b,02,0.0,120,0,15000
LMEL12,37,11a,03,0.0,120,0,15000
LMEL14,45,2a,06,0.0,120,0,15000
LMEL15,37,11a,03,0.0,120,0,15000
LMEL16,37,11a,03,0.0,120,0,15000
LMEL18,37,11a,03,0.0,120,0,15000
LMEL19,45,2a,06,0.0,120,0,15000
LMEL21,37,11a,03,0.0,120,0,15000
LMEL22,46,2b,03,0.0,120,0,15000
LMEL25,37,11a,03,0.0,120,0,15000
LMEL26,46,2b,03,0.0,120,0,999999
LMEL27,19,4b,03,0.0,120,0,999999
LMEL28,21,25b,ZZZ5,0.0,120,0,2500
LMEL29,37,11a,03,0.0,120,0,5000
LMEL30,37,11a,03,0.0,120,0,5000
LMEL32,40,6b,04,0.0,120,0,999999
LMEL33,4,1b,03,0.0,120,0,999999
LMEV01,32,7b,CONS5,0.0,120,0,4000
LMEW01,18,4a,06,0.0,120,0,3000
LMIB01,49,10a,02,0.0,120,0,2000
LMIN01,21,25b,ZZZ5,0.0,120,0,0
LMOD01,21,25b,ZZZ5,0.0,120,0,15000
LMOE01,19,4b,06,0.0,120,0,3000
LMOE02,37,11a,03,0.0,120,0,15000
LMUL01,21,25b,ZZZ5,0.0,120,0,500
LMUL02,21,25b,ZZZ5,0.0,120,0,500
LMUL03,21,25b,04,0.0,120,0,500
LMUL04,40,6b,04,0.0,120,0,500
LMUL05,40,6b,04,0.0,120,0,500
LMUL06,30,7a,05,0.0,120,0,5000
LMUL07,21,25b,ZZZ5,0.0,120,0,0
LMUL08,40,6b,04,0.0,120,0,500
LMUL09,40,6b,04,0.0,120,0,500
LMUL10,21,25b,ZZZ5,0.0,120,0,500
LMUL11,21,25b,ZZZ5,0.0,120,0,500
LMUL12,40,6b,04,0.0,120,0,500
LMUL13,40,6b,04,0.0,120,0,2000
LMUL14,20,25a,ZZZ1,0.0,120,0,10000
LMUL15,39,6a,04,0.0,120,0,5000
LMUL16,40,6b,04,0.0,120,0,999999
LMUL17,20,25a,CLEGA,0.0,120,0,0
LMUO01,20,25a,ZZZ2,0.0,120,0,0
LMUO02,20,25a,ZZZ2,0.0,120,0,0
LMUU01,18,4a,06,0.0,120,0,0
LNAE01,34,1e,03,0.0,120,0,2000
LNAL01,14,3b,06,0.0,120,0,500
LNEO01,32,7b,05,0.0,120,0,2000
LNEO02,33,1d,03C,0.0,120,0,4000
LNEO03,34,1e,03,0.0,120,0,4000
LNHA01,21,25b,ZZZ5,0.0,120,0,999999
LNIS01,16,1c,03,0.0,120,0,2000
LNOL01,21,25b,ZZZ5,0.0,120,0,3500
LOLS01,39,6a,03,0.0,120,0,4000
LPAM01,36,7c,05,0.0,120,0,5000
LPAM02,40,6b,04,0.0,120,0,5000
LPIA01,20,25a,ZZZP,0.0,120,0,3000
LPIL01,41,10a,02,0.0,120,0,2000
LPIL02,49,10a,02,0.0,120,0,3000
LPIL03,20,25a,ZZZ2,0.0,120,0,2000
LPIL04,21,25b,ZZZ5,0.0,120,0,2000
LPIL05,41,10a,02,0.0,120,0,2500
LPIL06,41,10a,02,0.0,120,0,2000
LPIL07,39,6a,02,0.0,30,0,1500
LPIL08,41,10a,02,0.0,120,0,5000
LPOI01,40,6b,04,0.0,120,0,2000
LPUE01,45,2a,06,0.0,120,0,6000
LSAE01,21,25b,ZZZ5,0.0,120,0,10000
LSAI01,41,10a,02,0.0,120,0,500
LSAL01,21,25b,ZZZ5,0.0,120,0,2500
LSEE01,37,11a,02,0.0,120,0,5000
LSEL01,20,25a,ZZZ3,0.0,120,0,1000
LSEO01,18,4a,06,0.0,120,0,999999
LSOO01,40,6b,04C,0.0,120,0,3000
LSOW01,41,10a,02,0.0,120,0,2000
LSOW02,41,10a,02,0.0,30,0,10000
LSOW03,21,25b,ZZZ5,0.0,120,0,10000
LSOW04,40,6b,04,0.0,120,0,2000
LSUL01,14,3b,06,0.0,120,0,15000
LTIL01,45,2a,06,0.0,120,0,15000
LTYE01,49,10a,02,0.0,120,0,2000
LVAJ01,41,10a,02,0.0,120,0,3000
LVAL01,49,10a,02,0.0,120,0,2000
LVAS01,21,25b,ZZZ5,0.0,120,0,3000
LVAU01,20,25a,ZZZ2,0.0,120,0,3000
LVAU02,41,10a,02,0.0,120,0,3000
LVAU03,21,25b,ZZZ5,0.0,120,0,3000
LVIL01,21,25b,ZZZ5,0.0,120,0,3000
LVIL02,40,6b,04,0.0,120,0,999999
LWAS01,21,25b,ZZZ5,0.0,120,0,0
LWAS02,30,7a,05,0.0,120,0,0
LWAV01,29,5a,01EXP,0.0,120,0,3000
LWED01,39,6a,04,0.0,120,0,5000
LWEG01,40,6b,04,0.0,120,0,2000
LWEL01,40,6b,04,0.0,120,0,3000
LWIC01,21,25b,ZZZ5,0.0,120,0,3500
LWIK02,21,25b,ZZZ5,0.0,120,0,500
LWIL02,21,25b,ZZZ1,0.0,120,0,1000
LWIL03,21,25b,ZZZ1,0.0,120,0,3000
LWIL04,46,2b,05,0.0,120,0,1500
LWIS01,21,25b,ZZZ5,0.0,120,0,1000
LZIL01,40,6b,04,0.0,30,0,2500
MASA01,41,10a,02,0.0,120,0,18000
MCOA01,21,25b,ZZZ5,0.0,120,0,0
MCOB01,31,8a,06,0.0,120,0,10000
MDEA01,21,25b,ZZZ5,0.0,120,0,7500
MDEA02,21,25b,ZZZ5,0.0,120,0,0
MDEA03,21,25b,ZZZ5,0.0,120,0,7500
MEDO01,21,25b,ZZZ5,0.0,120,0,5000
MFAI01,21,25b,ZZZ5,0.0,120,0,1500
MFAO01,31,8a,06,0.0,120,0,5000
MGAS01,40,6b,04C,0.0,120,0,5000
MGUE01,49,10a,02,0.0,120,0,0
MHAB01,21,25b,ZZZ5,0.0,120,0,5000
MHAM01,49,10a,06,0.0,120,0,999999
MHEM01,21,25b,ZZZ5,0.0,120,0,1000
MHUA02,39,6a,ZZZ5,0.0,120,0,2000
MHYI01,21,25b,ZZZ5,0.0,120,0,999999
MISA01,32,7b,05,0.0,120,0,3000
MISA02,21,25b,ZZZ5,0.0,120,0,3000
MJUN01,21,25b,ZZZ5,0.0,120,0,2000
MLEN01,31,8a,06C,0.0,120,0,4000
MLOB01,21,25b,ZZZ5,0.0,120,0,15000
MLOB02,31,8a,06,0.0,120,0,10000
MLOB03,19,4b,06,0.0,120,0,5000
MMOE01,20,25a,CITC,0.0,120,0,6000
MNAI01,21,25b,ZZZ5,0.0,120,0,5000
MORO01,21,25b,ZZZ5,0.0,120,0,2500
MOSA01,31,8a,06,0.0,120,0,75000
MOSA02,31,8a,06,0.0,120,0,1500
MOSA03,31,8a,06,0.0,30,0,999999
MPIV01,20,25a,ZZZ2,0.0,120,0,0
MRAA02,20,25a,CITC,0.0,120,0,1000
MRAA03,4,1b,03,0.0,120,0,1000
MRAD01,41,10a,02,0.0,120,0,1500
MRAD02,41,10a,02,0.0,120,0,2000
MRAJ01,21,25b,ZZZ5,0.0,120,0,3000
MRAK01,42,10b,02,0.0,120,0,4000
MRAL01,21,25b,ZZZ5,0.0,120,0,500
MRAL02,40,6b,04,0.0,120,0,2000
MRAL03,21,25b,ZZZ5,0.0,120,0,3000
MRAL04,41,10a,02,0.0,120,0,5000
MRAO01,21,25b,ZZZ5,0.0,120,0,500
MRAO02,20,25a,ZZZ2,0.0,120,0,2000
MRAO03,20,25a,ZZZ4,0.0,120,0,3000
MRAP01,21,25b,ZZZ5,0.0,120,0,5000
MRAR01,49,10a,02,0.0,120,0,2000
MRAR02,41,10a,02,0.0,30,0,999999
MRAS01,21,25b,ZZZ5,0.0,120,0,500
MRAU01,21,25b,ZZZ5,0.0,120,0,0
MSAU01,39,6a,04,0.0,120,0,3000
MSAW01,40,6b,04C,0.0,120,0,999
MSAW02,40,6b,04C,0.0,120,0,999999
MSIO01,31,8a,06,0.0,120,0,15000
MSIP01,21,25b,ZZZ5,0.0,120,0,2000
MSIP02,39,6a,04,0.0,120,0,1000
MSIT01,21,25b,ZZZ5,0.0,120,0,3000
MSIT02,41,10a,02,0.0,120,0,7500
MSOE01,39,6a,04,0.0,120,0,3500
MSOE02,40,6b,04,0.0,120,0,2000
MSUM01,39,6a,04,0.0,120,0,3000
MSYO01,40,6b,04,0.0,120,0,1000
MTAB01,32,7b,05,0.0,120,0,5000
MTEB01,14,3b,05,0.0,120,0,3000
MYBT01,41,10a,02,0.0,120,0,999999
NANI01,14,3b,06,0.0,30,0,2000
NBAK01,30,7a,05,0.0,120,0,3000
NBEJ01,32,7b,05,0.0,120,0,10000
NBEM01,21,25b,ZZZ5,0.0,120,0,2000
NBEM02,40,6b,04,0.0,120,0,2000
NBEM03,30,7a,05,0.0,120,0,2500
NBET01,21,25b,ZZZ5,0.0,120,0,1000
NBOD01,21,25b,ZZZ5,0.0,120,0,2000
NBOO01,41,10a,02,0.0,30,0,2000
NBOT01,21,25b,ZZZ5,0.0,120,0,3000
NBOT02,21,25b,ZZZ5,0.0,120,0,3000
NBOT03,21,25b,ZZZ5,0.0,120,0,1000
NCAI01,21,25b,ZZZ5,0.0,120,0,1000
NDAI01,41,10a,02,0.0,120,0,2000
NDAI02,30,7a,05,0.0,120,0,1000
NDEI01,21,25b,ZZZ5,0.0,120,0,0
NDUD01,21,25b,ZZZ5,0.0,120,0,5000
NERE01,21,25b,ZZZ5,0.0,120,0,500
NFIE01,21,25b,ZZZ1,0.0,120,0,0
NFIM01,39,6a,04,0.0,120,0,2000
NGEE01,30,7a,05,0.0,120,0,5000
NGEE02,40,6b,04,0.0,120,0,5000
NGEG01,41,10a,02C,0.0,120,0,5000
NHAO01,21,25b,ZZZ5,0.0,120,0,2000
NHER01,29,5a,01EXP,0.0,120,0,5000
NINO01,3,9a,01,0.0,60,0,999999
NJAE01,21,25b,ZZZ5,0.0,120,0,1000
NJAS01,21,25b,ZZZ5,0.0,120,0,6000
NJEK01,30,7a,05,0.0,120,0,5000
NJEK02,31,8a,06,0.0,120,0,5000
NJIA01,19,4b,03,0.0,120,0,20000
NJIA02,31,8a,06,0.0,120,0,4000
NJOE01,41,10a,02,0.0,120,0,15000
NJOE02,31,8a,06,0.0,120,0,10000
NJOE03,21,25b,ZZZ5,0.0,120,0,3000
NKEN01,42,10b,02,0.0,120,0,30000
NKEY01,19,4b,03,0.0,120,0,2000
NKIG01,37,11a,06,0.0,120,0,7500
NKIG02,21,25b,ZZZ5,0.0,120,0,1000
NKOQ01,39,6a,02,0.0,120,0,999999
NKUG01,46,2b,03,0.0,120,0,3000
NLAD01,46,2b,03,0.0,120,0,5000
NLAD02,40,6b,04,0.0,120,0,4000
NLAE01,31,8a,06,0.0,120,0,2000
NLAE02,21,25b,ZZZ1,0.0,120,0,5000
NLAG01,40,6b,04,0.0,120,0,2000
NLAG02,34,1e,03,0.0,120,0,2500
NLIK01,21,25b,ZZZ5,0.0,120,0,4000
NLOE01,32,7b,05,0.0,30,0,2500
NLOG01,37,11a,03,0.0,120,0,5000
NLUN01,16,1c,03,0.0,120,0,3000
NMAA01,20,25a,ZZZ2,0.0,120,0,1000
NMAA02,21,25b,ZZZ,0.0,120,0,2000
NMAA03,20,25a,CITC,0.0,120,0,3500
NMAD01,39,6a,04,0.0,120,0,1000
NMAD02,20,25a,ZZZ3,0.0,120,0,2000
NMAG01,37,11a,03,0.0,120,0,0
NMAG02,43,3a,06,0.0,120,0,5000
NMAI01,43,3a,05,0.0,120,0,3500
NMAJ01,41,10a,02,0.0,120,0,4000
NMAN01,42,10b,02,0.0,120,0,5000
NMAO01,36,7c,05,0.0,120,0,30000
NMAO02,43,3a,05,0.0,120,0,10000
NMAS01,25,11b,02,0.0,60,0,999999
NMEL01,4,1b,03,0.0,120,0,1000
NMIG01,21,25b,ZZZ5,0.0,120,0,15000
NMIG02,30,7a,05,0.0,120,0,15000
NMOE01,2,1a,03,0.0,120,0,4000
NMOE02,33,1d,03,0.0,120,0,2000
NMOE03,33,1d,03,0.0,30,0,60000
NMOT01,49,10a,02,0.0,120,0,2000
NNIA01,37,11a,03,0.0,120,0,2000
NNUA02,39,6a,04,0.0,120,0,2000
