CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,REGION_DESC,CCAT_DESC,PARAMETER,PARAMETER_GROUP
FMOF09,49,10a,02,0,60,0,999999,Durban,KwaZulu-Natal / Durban,,
FMOF10,41,10a,02,0,60,0,999999,Durban,KZN/DBN,,
FROF01,30,7a,01,0,120,0,5000,Gauteng N - Sandton,Gauteng North - Sandton,,
GAUU01,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
GBEG04,41,10a,02,0,120,0,999999,Durban,KZN/DBN,,
GBIF01,31,8a,06,8,30,18,100000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
GDEO01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
GEDE01,40,6b,04C,0,120,0,4000,West Cape,Western Cape / Cape Town,,
GEGM01,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
GELI01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
GENC01,39,6a,02,0,120,0,999999,East Cape,Eastern Cape,,
GENE02,37,11a,03,0,120,0,4000,Free State / Lesotho,Free State,,
GGIA01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
GGOA01,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
GHIH01,31,8a,06,0,120,0,1000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
GLEO01,41,10a,02,0,120,0,999999,Durban,KZN/DBN,,
GLIH01,34,1e,03,0,120,0,4000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
GMAA02,25,11b,02,0,120,0,999999,Ermelo / Piet Retief,Ermelo / Piet Retief,,
GMOA01,4,1b,03,0,120,0,4000,Pretoria North/South/West,Pretoria North/South /West,,
GNUE01,37,11a,03,0,120,0,2000,Free State / Lesotho,Free State,,
GSAA01,31,8a,06,0,120,0,100000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
GSEA01,36,7c,05,0,120,0,30000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
GSEW01,18,4a,07,0,120,0,1500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
GSIH02,29,5a,06,0,120,0,999999,Botswana and Exports,Botswana (Exports),,
GSIN01,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
HACA01,49,10a,02,0,120,0,500,Durban,KwaZulu-Natal / Durban,,
HASL01,29,5a,01EXP,7,120,0,100000,Botswana and Exports,Botswana (Exports),,
HATL01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
HATL02,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
HISO01,41,10a,02,0,120,0,15000,Durban,KZN/DBN,,
HLYN01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
HLYN02,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
HMAA01,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
HMAA03,41,10a,02,0,120,0,999999,Durban,KZN/DBN,,
HMAL02,18,4a,06,0,120,0,2000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
HMAO01,41,10a,02,0,120,0,10000,Durban,KZN/DBN,,
HMAO02,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
HMAO04,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
HMAO05,46,2b,05,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
HMOA02,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
HMOA03,42,10b,02,0,120,0,4000,Midlands,Midlands,,
HMOA04,42,10b,02,0,120,0,6000,Midlands,Midlands,,
HMOL01,25,11b,06,0,120,0,3000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
HMOL02,45,2a,06,0,120,0,5000,Vaal Triangle,Vaal Triangle,,
HMOL03,25,11b,06,0,120,0,1500,Ermelo / Piet Retief,Ermelo / Piet Retief,,
HMOL04,4,1b,03,0,120,0,15500,Pretoria North/South/West,Pretoria North/South /West,,
HMOL05,18,4a,06,0,120,0,1500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
HMOL07,34,1e,03,0,60,0,999999,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
HMPA01,18,4a,06,0,120,0,1500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
HMPU01,43,3a,06,0,120,0,2000,Soweto/Lenasia,Soweto / Lenasia,,
HRAM01,41,10a,02,0,120,0,7500,Durban,KZN/DBN,,
HROL01,29,5a,01EXP,0,120,0,1000,Botswana and Exports,Botswana (Exports),,
HSCA01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
HSCI02,14,3b,06,0,120,0,7500,Johannesburg CBD,Johannesburg CBD,,
HSCL01,30,7a,05,0,120,0,5000,Gauteng N - Sandton,Gauteng North - Sandton,,
HSCM01,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
HSCN01,30,7a,05,0,120,0,20000,Gauteng N - Sandton,Gauteng North - Sandton,,
HSCO01,45,2a,06,0,120,0,5000,Vaal Triangle,Vaal Triangle,,
HSCO05,46,2b,07,0,120,0,5000,Krugersdorp / Sun City,Krugersdorp Suncity,,
HSCO06,25,11b,06,0,120,0,2500,Ermelo / Piet Retief,Ermelo / Piet Retief,,
HTSE01,33,1d,03C,0,120,0,3000,Pretoria,Pretoria,,
HTSI01,34,1e,03,0,120,0,3500,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
HVAE01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
HWAL01,33,1d,03C,0,120,0,7500,Pretoria,Pretoria,,
HWAL02,37,11a,03,0,120,0,30000,Free State / Lesotho,Free State,,
HZAE01,31,8a,06,0,120,0,1000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
IALW01,39,6a,02,0,120,0,2000,East Cape,Eastern Cape,,
IBHK01,25,11b,02,0,120,0,5000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
IBRN02,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
IDZN01,41,10a,02,0,30,0,5000,Durban,KZN/DBN,,
IFAR01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
IFLG01,31,8a,06,0,120,0,3500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
IFRE02,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
IGAL01,19,4b,06,0,120,0,2000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
IGRM01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
IHAN01,40,6b,04,0,120,0,2500,West Cape,Western Cape / Cape Town,,
IHEN02,33,1d,03,0,120,0,1500,Pretoria,Pretoria,,
IHEN03,4,1b,03,0,120,0,1500,Pretoria North/South/West,Pretoria North/South /West,,
IHEN04,33,1d,03,0,120,0,1500,Pretoria,Pretoria,,
IHEN05,2,1a,03,0,120,0,999999,Pretoria Central,Pretoria Central,,
IIFL01,2,1a,03,0,120,0,999999,Pretoria Central,Pretoria Central,,
IIJE01,40,6b,04,0,120,0,4000,West Cape,Western Cape / Cape Town,,
IISS01,30,7a,05,0,120,0,10000,Gauteng N - Sandton,Gauteng North - Sandton,,
IJON02,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
IJON04,46,2b,05,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
IKNG01,36,7c,05,0,120,0,15000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
IKRE03,39,6a,02,0,120,5,7500,East Cape,Eastern Cape,,
IKRE05,18,4a,06,0,120,0,5000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
IKRE06,39,6a,02,0,120,5,2000,East Cape,Eastern Cape,,
IKRZ01,33,1d,03,0,120,0,10000,Pretoria,Pretoria,,
IMEE01,46,2b,03,0,120,0,1500,Krugersdorp / Sun City,Krugersdorp Suncity,,
IMGL01,39,6a,02,0,60,0,999999,East Cape,Eastern Cape,,
IMUR01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
INAD01,40,6b,04,0,120,0,100000,West Cape,Western Cape / Cape Town,,
INAD06,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
INAD07,49,10a,02,0,120,0,1500,Durban,KwaZulu-Natal / Durban,,
INAD10,41,10a,02,0,120,0,500,Durban,KZN/DBN,,
INAD17,31,8a,05,0,120,0,999999,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
INJK01,39,6a,02,0,120,0,999999,East Cape,Eastern Cape,,
IOLV01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
IONO01,16,1c,03,0,120,0,2500,Pretoria East,Pretoria East,,
IPHL02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
IPHL03,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
IREC01,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
IRED01,40,6b,04,0,120,0,1500,West Cape,Western Cape / Cape Town,,
ISAL01,39,6a,03,0,30,0,999999,East Cape,Eastern Cape,,
ISAN01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
ISAV01,31,8a,06,0,120,0,999999,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
ISHN01,19,4b,03,0,120,0,3000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
ISMT01,25,11b,05,0,120,0,3000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
ISMT04,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
ISMT05,49,10a,02,0,120,0,1500,Durban,KwaZulu-Natal / Durban,,
ISMT06,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
ISMT07,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
ISMT08,37,11a,03,0,120,0,7500,Free State / Lesotho,Free State,,
ISTM01,29,5a,01EXP,0,120,0,2500,Botswana and Exports,Botswana (Exports),,
ITHV02,18,4a,06,0,30,0,3000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
ITJB01,18,4a,06,0,120,0,1500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
ITRC01,37,11a,03,0,120,0,10000,Free State / Lesotho,Free State,,
ITRM01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
IUNT01,32,7b,05,0,120,0,999999,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
IWET01,40,6b,04,0,120,58,0,West Cape,Western Cape / Cape Town,,
IWET02,41,10a,02,0,30,58,999999,Durban,KZN/DBN,,
IZES01,32,7b,05,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
IZHV01,37,11a,03,0,120,0,3000,Free State / Lesotho,Free State,,
JARU01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
JDEA02,4,1b,03,0,120,0,2000,Pretoria North/South/West,Pretoria North/South /West,,
JDEO01,16,1c,03,0,120,0,3500,Pretoria East,Pretoria East,,
JKAE01,41,10a,02,0,120,0,15000,Durban,KZN/DBN,,
JRAU01,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
JSEA01,39,6a,02,0,120,0,10000,East Cape,Eastern Cape,,
JSUE01,45,2a,06,0,120,0,1500,Vaal Triangle,Vaal Triangle,,
JSUE02,45,2a,06,0,30,0,2000,Vaal Triangle,Vaal Triangle,,
JSUE03,4,1b,03,0,120,0,999999,Pretoria North/South/West,Pretoria North/South /West,,
JWIN01,18,4a,06,0,120,0,15000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
KACE02,32,7b,07,0,120,0,3000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
KATI02,32,7b,06,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
KBAE01,18,4a,06,0,120,0,999999,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
KBEK01,4,1b,03,0,120,0,5000,Pretoria North/South/West,Pretoria North/South /West,,
KDEL01,42,10b,02,0,120,0,7500,Midlands,Midlands,,
KDEO03,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
KDEO04,31,8a,02,0,120,5,10000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
KDEO05,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
KDIG01,19,4b,03,0,120,0,10000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
KDIG02,19,4b,03,0,120,0,15000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
KFAT01,31,8a,06,0,120,0,15000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
KFAT02,16,1c,03,0,120,0,10000,Pretoria East,Pretoria East,,
KJAE01,39,6a,02,0,120,0,999999,East Cape,Eastern Cape,,
KKEA01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
KKEA02,37,11a,03,0,30,0,2500,Free State / Lesotho,Free State,,
KKOS01,39,6a,02,0,120,0,5000,East Cape,Eastern Cape,,
KLEH01,45,2a,06,0,120,0,2000,Vaal Triangle,Vaal Triangle,,
KMAA04,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
KMAG01,30,7a,05,0,120,0,500,Gauteng N - Sandton,Gauteng North - Sandton,,
KMOO01,4,1b,03,0,120,0,4000,Pretoria North/South/West,Pretoria North/South /West,,
KMOO02,37,11a,03,0,120,0,26000,Free State / Lesotho,Free State,,
KMOO03,25,11b,06,0,120,0,3000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
KMOO04,46,2b,03,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
KMOO05,2,1a,03,0,60,0,999999,Pretoria Central,Pretoria Central,,
KMOW01,34,1e,03,0,60,0,999999,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
KOSO01,14,3b,06,4,30,0,30000,Johannesburg CBD,Johannesburg CBD,,
KSAS01,16,1c,03,0,120,0,10000,Pretoria East,Pretoria East,,
KSAS02,16,1c,03,0,120,0,5000,Pretoria East,Pretoria East,,
KSUH01,43,3a,06,0,120,0,100,Soweto/Lenasia,Soweto / Lenasia,,
KTIL01,25,11b,06,0,120,0,999999,Ermelo / Piet Retief,Ermelo / Piet Retief,,
LALE01,39,6a,02,0,120,0,4000,East Cape,Eastern Cape,,
LALI01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
LALY01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
LBAF01,36,7c,05,0,120,0,12000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
LBUB02,14,3b,06,0,120,0,15000,Johannesburg CBD,Johannesburg CBD,,
LBUL01,49,10a,02,0,120,0,1000,Durban,KwaZulu-Natal / Durban,,
LCEL01,39,6a,04,0,60,0,999999,East Cape,Eastern Cape,,
LCEL02,39,6a,04,0,60,0,999999,East Cape,Eastern Cape,,
LEDE01,49,10a,02,0,120,0,0,Durban,KwaZulu-Natal / Durban,,
LEGI01,31,8a,06,0,120,0,1000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
LGIL01,30,7a,05,0,120,0,999999,Gauteng N - Sandton,Gauteng North - Sandton,,
LGOD02,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
LGOD03,36,7c,05,0,120,0,7500,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
LGOD05,43,3a,06,0,60,0,999999,Soweto/Lenasia,Soweto / Lenasia,,
LGOD06,43,3a,06,0,60,0,999999,Soweto/Lenasia,Soweto / Lenasia,,
LGOD07,47,2c,06,0,60,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
LGOD08,47,2c,06,0,60,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
LGOD09,34,1e,03,0,60,0,999999,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
LGOD10,37,11a,06,0,60,0,999999,Free State / Lesotho,Free State,,
LGOD11,37,11a,03,0,60,0,999999,Free State / Lesotho,Free State,,
LGOD12,47,2c,06,0,60,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
LGOD13,37,11a,03,0,60,0,999999,Free State / Lesotho,Free State,,
LGOD14,46,2b,06,0,60,0,999999,Krugersdorp / Sun City,Krugersdorp Suncity,,
LHAL01,49,10a,06,0,120,0,500,Durban,KwaZulu-Natal / Durban,,
LHII01,36,7c,05,0,120,0,5000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
LHIL01,41,10a,02,0,120,0,500,Durban,KZN/DBN,,
LHIL02,41,10a,02,0,120,0,2500,Durban,KZN/DBN,,
LHIL05,14,3b,05,0,120,0,5000,Johannesburg CBD,Johannesburg CBD,,
LHIL06,40,6b,04,0,120,0,0,West Cape,Western Cape / Cape Town,,
LHOL01,40,6b,04C,0,120,0,1000,West Cape,Western Cape / Cape Town,,
LHOM01,41,10a,02C,0,60,0,999999,Durban,KZN/DBN,,
LHUB01,39,6a,04,0,120,0,2000,East Cape,Eastern Cape,,
LKAI01,46,2b,05,0,120,0,5000,Krugersdorp / Sun City,Krugersdorp Suncity,,
LKEM01,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
LKIL01,30,7a,05,0,120,0,15000,Gauteng N - Sandton,Gauteng North - Sandton,,
LLAO01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
LMAA02,18,4a,06,0,120,0,1000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
LMAA03,2,1a,03,0,120,0,6000,Pretoria Central,Pretoria Central,,
LMAE01,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
LMEL02,45,2a,06,0,120,0,30000,Vaal Triangle,Vaal Triangle,,
LMEL03,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL04,45,2a,06,0,120,0,15000,Vaal Triangle,Vaal Triangle,,
LMEL05,39,6a,03,0,120,0,15000,East Cape,Eastern Cape,,
LMEL09,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL10,25,11b,02,0,120,0,15000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
LMEL12,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL14,45,2a,06,0,120,0,15000,Vaal Triangle,Vaal Triangle,,
LMEL15,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL16,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL18,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL19,45,2a,06,0,120,0,15000,Vaal Triangle,Vaal Triangle,,
LMEL21,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL22,46,2b,03,0,120,0,15000,Krugersdorp / Sun City,Krugersdorp Suncity,,
LMEL25,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMEL26,46,2b,03,0,120,0,999999,Krugersdorp / Sun City,Krugersdorp Suncity,,
LMEL27,19,4b,03,0,120,0,999999,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
LMEL29,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
LMEL30,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
LMEL32,40,6b,04,0,120,0,999999,West Cape,Western Cape / Cape Town,,
LMEL33,4,1b,03,0,120,0,999999,Pretoria North/South/West,Pretoria North/South /West,,
LMEV01,32,7b,CONS5,0,120,0,4000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
LMEW01,18,4a,06,0,120,0,3000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
LMIB01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
LMOE01,19,4b,06,0,120,0,3000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
LMOE02,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
LMUL04,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
LMUL05,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
LMUL06,30,7a,05,0,120,0,5000,Gauteng N - Sandton,Gauteng North - Sandton,,
LMUL08,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
LMUL09,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
LMUL12,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
LMUL13,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
LMUL15,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
LMUL16,40,6b,04,0,120,0,999999,West Cape,Western Cape / Cape Town,,
LMUU01,18,4a,06,0,120,0,0,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
LNAE01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
LNAL01,14,3b,06,0,120,0,500,Johannesburg CBD,Johannesburg CBD,,
LNEO01,32,7b,05,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
LNEO02,33,1d,03C,0,120,0,4000,Pretoria,Pretoria,,
LNEO03,34,1e,03,0,120,0,4000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
LNIS01,16,1c,03,0,120,0,2000,Pretoria East,Pretoria East,,
LOLS01,39,6a,03,0,120,0,4000,East Cape,Eastern Cape,,
LPAM01,36,7c,05,0,120,0,5000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
LPAM02,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
LPIL01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
LPIL02,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
LPIL05,41,10a,02,0,120,0,2500,Durban,KZN/DBN,,
LPIL06,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
LPIL07,39,6a,02,0,30,0,1500,East Cape,Eastern Cape,,
LPIL08,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
LPOI01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
LPUE01,45,2a,06,0,120,0,6000,Vaal Triangle,Vaal Triangle,,
LSAI01,41,10a,02,0,120,0,500,Durban,KZN/DBN,,
LSEE01,37,11a,02,0,120,0,5000,Free State / Lesotho,Free State,,
LSEO01,18,4a,06,0,120,0,999999,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
LSOW01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
LSOW02,41,10a,02,0,30,0,10000,Durban,KZN/DBN,,
LSOW04,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
LSUL01,14,3b,06,0,120,0,15000,Johannesburg CBD,Johannesburg CBD,,
LTYE01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
LVAJ01,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
LVAL01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
LVAU02,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
LWAS02,30,7a,05,0,120,0,0,Gauteng N - Sandton,Gauteng North - Sandton,,
LWAV01,29,5a,01EXP,0,120,0,3000,Botswana and Exports,Botswana (Exports),,
LWED01,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
LWEG01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
LWEL01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
LWIL04,46,2b,05,0,120,0,1500,Krugersdorp / Sun City,Krugersdorp Suncity,,
LZIL01,40,6b,04,0,30,0,2500,West Cape,Western Cape / Cape Town,,
MASA01,41,10a,02,0,120,0,18000,Durban,KZN/DBN,,
MCOB01,31,8a,06,0,120,0,10000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MFAO01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MGUE01,49,10a,02,0,120,0,0,Durban,KwaZulu-Natal / Durban,,
MHAM01,49,10a,06,0,120,0,999999,Durban,KwaZulu-Natal / Durban,,
MHUA02,39,6a,ZZZ5,0,120,0,2000,East Cape,Eastern Cape,,
MISA01,32,7b,05,0,120,0,3000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
MLOB02,31,8a,06,0,120,0,10000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MLOB03,19,4b,06,0,120,0,5000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
MOSA01,31,8a,06,0,120,0,75000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MOSA02,31,8a,06,0,120,0,1500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MOSA03,31,8a,06,0,30,0,999999,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MRAA03,4,1b,03,0,120,0,1000,Pretoria North/South/West,Pretoria North/South /West,,
MRAD01,41,10a,02,0,120,0,1500,Durban,KZN/DBN,,
MRAD02,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
MRAK01,42,10b,02,0,120,0,4000,Midlands,Midlands,,
MRAL02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
MRAL04,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
MRAR01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
MRAR02,41,10a,02,0,30,0,999999,Durban,KZN/DBN,,
MSAU01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
MSIO01,31,8a,06,0,120,0,15000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
MSIP02,39,6a,04,0,120,0,1000,East Cape,Eastern Cape,,
MSIT02,41,10a,02,0,120,0,7500,Durban,KZN/DBN,,
MSOE01,39,6a,04,0,120,0,3500,East Cape,Eastern Cape,,
MSOE02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
MSUM01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
MSYO01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
MTAB01,32,7b,05,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
MTEB01,14,3b,05,0,120,0,3000,Johannesburg CBD,Johannesburg CBD,,
MYBT01,41,10a,02,0,120,0,999999,Durban,KZN/DBN,,
NANI01,14,3b,06,0,30,0,2000,Johannesburg CBD,Johannesburg CBD,,
NBAK01,30,7a,05,0,120,0,3000,Gauteng N - Sandton,Gauteng North - Sandton,,
NBEJ01,32,7b,05,0,120,0,10000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
NBEM02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
NBEM03,30,7a,05,0,120,0,2500,Gauteng N - Sandton,Gauteng North - Sandton,,
NBOO01,41,10a,02,0,30,0,2000,Durban,KZN/DBN,,
NDAI01,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
NDAI02,30,7a,05,0,120,0,1000,Gauteng N - Sandton,Gauteng North - Sandton,,
NFIM01,39,6a,04,0,120,0,2000,East Cape,Eastern Cape,,
NGEE01,30,7a,05,0,120,0,5000,Gauteng N - Sandton,Gauteng North - Sandton,,
