CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,COMM_METHOD,COMMISSION,REP_DESC_CLEAN,REP_GROUP,PARAMETER,REGION_DESC,PROVINCE,CCAT_DESC,CCAT_GROUP
ESPC60,21,25b,ZZZ5,0,120,0,0,,,,,Closed,,,,
ESPC61,32,7b,05,0,120,0,15000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
ESPC62,33,1d,03,0,120,0,15000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
ESPC63,32,7b,03,0,120,0,20000,Sales,0.5,BJ,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
ESPC64,39,6a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
ESPC65,39,6a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
ESPC66,39,6a,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
ESPC67,40,6b,04,0,120,0,0,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ESPC68,40,6b,04C,0,120,0,15000,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
ESPC69,45,2a,06,0,120,0,100000,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
ESPC70,47,2c,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
ESPC71,40,6b,04C,0,120,0,3000,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
ESPC72,21,25b,ZZZ5,0,120,0,7500,,,,,Closed,,,,
ESPC73,21,25b,ZZZ1,0,120,0,4000,,,,,Closed,,,,
ESPC75,21,25b,ZZZ1,0,120,0,4000,,,,,Closed,,,,
ESPC76,36,7c,05,0,120,0,15000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
ESPC78,33,1d,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
ESPC79,21,25b,ZZZ5,0,120,0,7500,,,,,Closed,,,,
ESPC83,37,11a,03,0,120,0,7500,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
ESPC85,21,25b,ZZZ1,0,120,0,0,,,,,,,,,
ESPC87,21,25b,ZZZ5,0,120,0,10000,,,,,,,,,
ESPC88,25,11b,05,0,120,0,7500,Sales,0.5,RL,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
ESPC89,18,4a,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
ESPC90,39,6a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
ESPC91,40,6b,04,0,30,0,999999,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ESPC92,21,25b,ZZZ5,0,120,0,999999,,,,,,,,,
ESPC93,36,7c,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
ESPC95,43,3a,06,0,120,0,10000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
ESPC97,21,25b,ZZZ5,0,120,0,7500,,,,,Closed,,,,
ESPC98,46,2b,05,0,120,0,7500,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
ESPC99,19,4b,03,0,120,0,15000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
ESPCAV,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCBO,5,20a,CONS3,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCBR,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,,,,Consignment,Channel: Consignment
ESPCBS,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCC0,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCC1,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
ESPCC2,5,20a,CONS3,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCC3,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
ESPCC4,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCC5,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCC6,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCC7,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCC8,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCC9,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCCA,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCCB,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCE,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCF,21,25b,ZZZ5,0,120,0,999999,,,,,,,,,
ESPCCG,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCCI,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCK,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCL,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCO,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
ESPCCR,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCS,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCT,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCV,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCCW,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCEG,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCEN,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCEN,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPCFC,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
ESPCFR,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCGA,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
ESPCGE,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCGR,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCHM,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCHS,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCHS,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPCKE,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCKI,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCKN,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCKW,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCKY,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCLB,5,20a,ZZZ5,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
ESPCM1,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCMK,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCMM,5,20a,CON2S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCMO,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCMS,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPCN1,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCNL,5,20a,CON3S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCNL,5,20a,CON3S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPCOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
ESPCPA,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCPB,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCPS,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCRA,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCS1,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
ESPCSC,5,20a,CON5S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
ESPCSG,5,20a,ZZZ5,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
ESPCSO,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCSP,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCSP,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPCST,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCSW,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCTB,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCTC,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCTG,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCTL,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCTS,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCTV,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCVE,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,,,,Consignment,Channel: Consignment
ESPCVH,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCWB,5,20a,ZZZ5,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
ESPCWE,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ESPCWK,5,20a,CONS6,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPCWM,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPGRA,5,20a,CON4S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPGRA,5,20a,CON4S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPHMS,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPKNY,5,20a,CON4S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPKNY,5,20a,CON4S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPLIN,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPNEL,5,20a,CONS3,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPP14,5,20a,ZZZ5,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
ESPPBB,5,20a,CON4S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPPBB,5,20a,CON4S,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPSG1,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPSOM,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPSP1,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPSP2,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPSTL,5,20a,ZZZ5,0,30,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
ESPSWT,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPTGV,5,20a,CONS4,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPUTG,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPUTG,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESPVIS,5,20a,CON5S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESPVIS,5,20a,CON5S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESTD01,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ESTE01,31,8a,06C,0,120,0,2000,Sales,0.5,DA,Sales Rep,Trading Account,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
ESTEC1,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESTEC1,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
ESTECO,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESTH01,40,6b,04,0,120,0,500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ESTI01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
ESTI02,14,3b,06,0,120,0,0,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
ESTIOC,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESTL01,21,25b,ZZZ5,0,120,0,500,,,,,Closed,,,,
ESTL02,40,6b,04,0,120,0,10000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ESTP01,40,6b,04C,0,120,0,7500,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ESTPC0,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
ESTPC1,5,20a,CON4S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ESTPOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
ESTV01,21,25b,ZZZ1,0,120,0,0,,,,,Closed,,,,
ETHB01,14,3b,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
ETHE01,21,25b,ZZZ5,0,120,0,15000,,,,,Closed,,,,
ETHE02,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
ETHE03,41,10a,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ETHE04,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
ETHL01,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
ETHL02,40,6b,04,0,30,0,999999,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
ETHM02,32,7b,05JAS,0,120,0,5000,,,,,,Gauteng N - Randburg/Rivonia,Gauteng,,
ETRA01,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
ETRN01,14,3b,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
EVES01,41,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
EVIW01,5,20a,03C,0,120,0,5000,Sales,0.5,BJ,Sales Rep,Trading Account,,,Consignment,Channel: Consignment
EVIWC1,5,20a,CONS3,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EVIWC2,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
EVIWC2,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
EVIWOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
EVRY01,32,7b,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
EZEN01,43,3a,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
FGEF01,32,7b,07,0,120,0,2000,Sales,0.0,LA,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
FJOF01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
FMAO01,34,1e,03,0,60,0,999999,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
FMOF01,41,10a,02C,0,120,0,999999,Sales,0.5,R,Sales Rep,Trading Account,Durban,KwaZulu-Natal,,
FMOF02,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOF03,41,10a,02,0,120,0,20000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOF04,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
FMOF05,41,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOF06,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
FMOF07,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOF08,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOF09,49,10a,02,0,60,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOF10,41,10a,02,0,60,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
FMOFC1,5,20a,CON2S,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
FMOFC3,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFC3,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
FMOFC4,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFC5,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFC6,5,20a,CONS,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
FMOFPM,5,20a,CON2S,0,90,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
FMOFPM,5,20a,CON2S,0,90,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
FOXO01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
FROF01,30,7a,01,0,120,0,5000,Sales,0.0,HEAD OFFICE,Internal Sales,,Gauteng N - Sandton,Gauteng,,
GANL01,21,25b,ZZZ5,0,120,0,15000,,,,,Closed,,,,
GANL02,21,25b,ZZZ5,0,120,0,15000,,,,,,,,,
GAUU01,49,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GBEG01,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
GBEG04,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GBIF01,31,8a,06,8,30,18,100000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
GDEO01,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
GEAL01,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
GECL01,17,2c,07,0,120,0,1000,Sales,0.0,LA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
GEDA01,7,12a,01EXP,0,120,0,2000000,Gross Profit,0.5,EXPORTS,Channel: Export,,,,Departmentstore,Channel: Retail (Dept Store)
GEDA02,7,12a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,,,,Departmentstore,Channel: Retail (Dept Store)
GEDA03,1,9a,01,0,120,10,999999,Sales,0.0,HEAD OFFICE,Internal Sales,,,,House accounts,Internal: House Account
GEDA04,7,12a,01,0,120,0,2000000,Sales,0.0,HEAD OFFICE,Internal Sales,,,,Departmentstore,Channel: Retail (Dept Store)
GEDACO,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
GEDACO,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotion,,,Consignment,Channel: Consignment
GEDAOC,5,20a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
GEDE01,40,6b,04C,0,120,0,4000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
GEDEC1,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
GEDEOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
GEGM01,37,11a,03,0,120,0,5000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
GELI01,49,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GENC01,39,6a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
GENE01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
GENE02,37,11a,03,0,120,0,4000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
GGIA01,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GGOA01,41,10a,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
GHIH01,31,8a,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
GHIH02,21,25b,ZZZ5,0,30,0,10000,,,,,Closed,,,,
